Nombre,Direccion,Ciudad,Pais,Precio,Tipos_Cocina,Ideales,Valoracion
Les Loges du Jardin d'Aymeric,7 rue du Canigou; Clara; 66500; Francia,Clara,Francia,1,Tradicional,Cocina local,0
La Chapelle de Guiraud,5 Château Guiraud; Sauternes; 33210; Francia,Sauternes,Francia,0,Tradicional,Terraza agradable;Grupos,0
Els Caçadors,Urbanización Casanova; Maçanet de Cabrenys; 17720; España,Maçanet de Cabrenys,España,1,Tradicional,Terraza agradable;Cocina local,0
L'Atelier Flavien Valère,62 cours des Fossés; Langon; 33210; Francia,Langon,Francia,1,Moderna,,0
Cartouches,38 rue Pierre-Paul-Riquet; Toulouse; 31000; Francia,Toulouse,Francia,1,Cocina de mercado,Grupos,0
L'Air de Famille,6 rue Jules-Chalande; Toulouse; 31000; Francia,Toulouse,Francia,1,Tradicional,,0
Une Table à Deux,10 rue de la Pleau; Toulouse; 31000; Francia,Toulouse,Francia,1,Moderna,,0
Mas Concas,Camí de Cinc Claus; L'Escala; 17130; España,L'Escala,España,1,Tradicional,Cocina local,0
La Table de Michel Dussau,1350 avenue du Midi; Agen; 47000; Francia,Agen,Francia,1,Moderna,,0
L'Équilibre,10 place de la Libération; Balma; 31130; Francia,Balma,Francia,1,Moderna; Cocina de mercado,,0
La Gruta,Pintor Enric Serra 44; L'Escala; 17130; España,L'Escala,España,1,Internacional,Terraza agradable,0
Bistrot 1965,Santa Clara 31; Castelló d'Empúries; 17486; España,Castelló d'Empúries,España,1,Tradicional,Familiar,0
Chez Pierrette,1 rue de la Roque; Meilhan-sur-Garonne; 47180; Francia,Meilhan-sur-Garonne,Francia,1,Moderna,Productos locales,0
Sens,93 rue de Soissons; Burdeos; 33000; Francia,Burdeos,Francia,1,Moderna,,0
Madame B,Hôtel Burdigala; 115 rue Georges-Bonnac; Burdeos; 33000; Francia,Burdeos,Francia,1,Moderna,,0
Kedem,16 rue Jean-Burguet; Burdeos; 33000; Francia,Burdeos,Francia,1,Cocina de Oriente Medio,,0
Panaille,137 rue du Tondu; Burdeos; 33000; Francia,Burdeos,Francia,1,Moderna,,0
Racines by Daniel Gallacher,59 rue Georges-Bonnac; Burdeos; 33000; Francia,Burdeos,Francia,1,Creativa,Tendencia,0
Mets Mots,98 rue Fondaudège; Burdeos; 33000; Francia,Burdeos,Francia,1,Cocina de mercado,,0
Lazare Escarguel,5 rue Lazare-Escarguel; Perpiñán; 66000; Francia,Perpiñán,Francia,1,Moderna,Productos locales,0
Le Garriane,15 rue Valette; Perpiñán; 66000; Francia,Perpiñán,Francia,1,Moderna,,0
Manat,3 rue Cité-Bartissol; Perpiñán; 66000; Francia,Perpiñán,Francia,1,Moderna,Mesa del chef,0
Le Colvert,8 rue d'en Boyer; Saint-Lieux-lès-Lavaur; 81500; Francia,Saint-Lieux-lès-Lavaur,Francia,1,Moderna,Romántico;Productos locales,0
La Table d'Inomoto,85 rue Nationale; Saint-André-de-Cubzac; 33240; Francia,Saint-André-de-Cubzac,Francia,1,Moderna,,0
Côté Bastide,4 rue de l'Abattoir; Sainte-Foy-la-Grande; 33220; Francia,Sainte-Foy-la-Grande,Francia,0,Moderna,Grupos,0
Bistrot Saveurs,5 rue Sainte-Foy; Castres; 81100; Francia,Castres,Francia,1,Moderna,,0
Vigne en Foule,80 place de la Libération; Gaillac; 81600; Francia,Gaillac,Francia,1,Moderna,Grupos,0
L'Atelier,62 Tour de Ville; Issigeac; 24560; Francia,Issigeac,Francia,1,Moderna,Terraza agradable;Grupos,0
Maison Wessman par Thierry Marx,425 impasse des Verdots; Conne-de-Labarde; 24560; Francia,Conne-de-Labarde,Francia,1,Tradicional,,0
Les Dodus,11 bis rue Ernest-Marcouly; Puy-L’Évêque; 46700; Francia,Puy-L’Évêque,Francia,1,Moderna,Productos locales,0
Cave à Vin & à Manger - Maison Saint-Crescent,Rond-point de la Liberté; 68 avenue du Général-Leclerc; Narbonne; 11100; Francia,Narbonne,Francia,1,Tradicional,,0
L'Épicurien,42 place Jean-Jaurès; Albi; 81000; Francia,Albi,Francia,1,Moderna,Grupos,0
Bonnie,27 place Jean-Jacques-Chapou; Cahors; 46000; Francia,Cahors,Francia,0,Moderna,,0
Rafales,122 bis rue Gambetta; Royan; 17200; Francia,Royan,Francia,1,Moderna,Productos locales,0
L'Ô à la Bouche,56 allées Fénelon; Cahors; 46000; Francia,Cahors,Francia,1,Moderna,,0
Le Petit Paris,18 rue de la République; Daglan; 24250; Francia,Daglan,Francia,1,Moderna,Terraza agradable,0
L'Angle,11 rue du 19-Mars-1962; Laguépie; 82250; Francia,Laguépie,Francia,1,Moderna,Terraza agradable,0
Le Relais des Salines,Port des Salines; 34E rue des Anciennes-Salines; Le Grand-Village-Plage; 17370; Francia,Le Grand-Village-Plage,Francia,1,Pescados y mariscos,,0
Le Coude à Coude,8 rue de Saintonge; Jarnac-Champagne; 17520; Francia,Jarnac-Champagne,Francia,1,Moderna,,0
Pica Pica,20 boulevard Jean-Jaurès; Béziers; 34500; Francia,Béziers,Francia,1,Cocina mediterránea,Terraza agradable,0
La Belle Étoile,285 promenade de la Batellerie (Le Bourg); La Roque-Gageac; 24250; Francia,La Roque-Gageac,Francia,1,Tradicional,,0
Delicatessens,Domaine du Berthiol; 725 route de Saint-Chamarand; Gourdon; 46300; Francia,Gourdon,Francia,1,Moderna,Terraza agradable;Productos locales,0
Ô Moulin,1 place Martin-Dolt; Carsac-Aillac; 24200; Francia,Carsac-Aillac,Francia,1,Moderna,Terraza agradable,0
Jeu de Quilles,7 boulevard du Tour-de-Ville; Cajarc; 46160; Francia,Cajarc,Francia,1,Moderna,,0
Sillage,4 ruelle de la Lanterne; Saint-Pierre-d'Oléron; 17310; Francia,Saint-Pierre-d'Oléron,Francia,1,Moderna; Pescados y mariscos,,0
L'Obélias,7 boulevard Eugène-Viala; Naucelle; 12800; Francia,Naucelle,Francia,1,Moderna,Terraza agradable,0
Le Parvis,12 quai de l'Yser; Saintes; 17100; Francia,Saintes,Francia,1,Moderna,Terraza agradable,0
Saveurs de l'Abbaye,1 place Saint-Pallais; Saintes; 17100; Francia,Saintes,Francia,1,Moderna,,0
Café Louise,10 place de l'Ancien-Hôtel-de-Ville; Périgueux; 24000; Francia,Périgueux,Francia,1,Italiana,Terraza agradable,0
L'IØDE,89 avenue Gambetta; Saintes; 17100; Francia,Saintes,Francia,1,Moderna,,0
La Table du Pouyaud,57 route de Paris; Champcevinel; 24750; Francia,Champcevinel,Francia,1,Moderna,Terraza agradable;Grupos,0
Le Jour du Poisson,3 rue de l'Ormeau; Saint-Denis-d'Oléron; 17650; Francia,Saint-Denis-d'Oléron,Francia,1,Pescados y mariscos,,0
La Table du Fleuve,2 place du Port; Bourg-Charente; 16200; Francia,Bourg-Charente,Francia,1,Cocina de mercado,Productos locales,0
Le Bel'Art,2 allée Jean-Boiteux; Champcevinel; 24750; Francia,Champcevinel,Francia,1,Tradicional,,0
Le Pré Saint Jean,18 avenue Maréchal-Leclerc; Pézenas; 34120; Francia,Pézenas,Francia,1,Moderna,,0
Le Voyage d'Ernestine,182 Grand-Rue; Alvignac; 46500; Francia,Alvignac,Francia,1,Moderna,Familiar;Productos locales,0
Côté Mas,Route de Villeveyrac; Montagnac; 34530; Francia,Montagnac,Francia,1,Moderna,Grupos,0
La Bistronomie,16 rue Raymond-Poincaré; Angulema; 16000; Francia,Angulema,Francia,1,Moderna,,0
Briemm,1 place du 14-Juillet; L'Houmeau; 17137; Francia,L'Houmeau,Francia,1,Tradicional,,0
Quai 17,17 quai Maréchal-de-Lattre-de-Tassigny; Sète; 34200; Francia,Sète,Francia,1,Cocina mediterránea,Productos locales,0
Paris Méditerranée,47 rue Pierre-Semard; Sète; 34200; Francia,Sète,Francia,1,Moderna,,0
Philia,3 place du Mercadial; Saint-Céré; 46400; Francia,Saint-Céré,Francia,1,Moderna,Terraza agradable;Productos locales,0
Bistrot Le Héron,61 lieu-dit Cambelong; Conques-en-Rouergue; 12320; Francia,Conques-en-Rouergue,Francia,1,Moderna,Terraza agradable,0
Monsieur Robert,23 place de la Prévoté; Saint-Robert; 19310; Francia,Saint-Robert,Francia,1,Moderna,Terraza agradable,0
Inspyration,142 avenue du Président-Henri-Queuille; Brive-la-Gaillarde; 19100; Francia,Brive-la-Gaillarde,Francia,1,Moderna,,0
L'Ogustin,2 place de l'Ormeau; La Vacquerie-et-Saint-Martin-de-Castries; 34520; Francia,La Vacquerie-et-Saint-Martin-de-Castries,Francia,1,Moderna,Productos locales,0
"Alice, le bistrot - Manoir de la Mortière",1 rue Eugène-Nauleau; Les Sables d’Olonne; 85340; Francia,Les Sables-d'Olonne,Francia,1,Tradicional,Productos locales,0
Oxalis,2 place de la Fontaine; Marcolès; 15220; Francia,Marcolès,Francia,1,Moderna,Terraza agradable,0
Le Saint-Georges,4 boulevard Maréchal-Foch; Palavas-les-Flots; 34250; Francia,Palavas-les-Flots,Francia,1,Regional,,0
L'Alicanta,18 rue Louis-Armand; Le Rozier; 48150; Francia,Le Rozier,Francia,1,Moderna,Terraza agradable,0
L'Artichaut,15 bis rue Saint-Firmin; Montpellier; 34000; Francia,Montpellier,Francia,1,Moderna,Comer solo,0
Le Temps d'Aime,2 rue des Consuls; Lattes; 34970; Francia,Lattes,Francia,1,Moderna,Familiar,0
L'Attanum,64 place de la Nation; Saint-Yrieix-la-Perche; 87500; Francia,Saint-Yrieix-la-Perche,Francia,1,Moderna; Creativa,Grupos,0
Maison Brume,2 place du Marché; La Chaize-Giraud; 85220; Francia,La Chaize-Giraud,Francia,1,Moderna,Productos locales,0
Le Bouche à Oreille,39 avenue Charles-de-Gaulle; Tulle; 19000; Francia,Tulle,Francia,1,Tradicional,,0
Les 7,32 quai Baluze; Tulle; 19000; Francia,Tulle,Francia,1,Moderna,,0
Le Café des Arts,2 rue de la Poste; Beaulieu-sous-la-Roche; 85190; Francia,Beaulieu-sous-la-Roche,Francia,1,Moderna,Productos locales,0
L'Épicurieux,8 rue du Puy-de-l'Hérène; Bar; 19800; Francia,Bar,Francia,1,Moderna,Terraza agradable,0
La Petite Grange,17 rue Edouard-Marty; Tournemire; 15310; Francia,Tournemire,Francia,1,Moderna,Productos locales,0
Le Patio by Lou Caléou,23 place de la Libération; Sommières; 30250; Francia,Sommières,Francia,1,Moderna; Cocina de mercado,Terraza agradable;Familiar,0
L'Auberge des Montagnes,7 chemin de la Beauté; Pailherols; 15800; Francia,Pailherols,Francia,1,Tradicional,Grupos;Cocina local,0
L'Assiette au Jardin,9 rue du Robinet; Noirmoutier-en-l'Île; 85330; Francia,Noirmoutier-en-l'Île,Francia,1,Tradicional,,0
Sodade,21 avenue du Président-Georges-Pompidou; Chaudes-Aigues; 15110; Francia,Chaudes-Aigues,Francia,1,Moderna,Terraza agradable,0
La Chatellenie,1 rue du Commerce; Availles-Limouzine; 86460; Francia,Availles-Limouzine,Francia,1,Tradicional; Moderna,,0
La Gabale,319 route du Languedoc; Aumont-Aubrac; 48130; Francia,Aumont-Aubrac,Francia,1,Moderna,Terraza agradable,0
Casal da Penha,Rua Penha de França - Beco do Ataíde n.1; Funchal; 9000-014; Portugal,Funchal,Portugal,1,Portuguesa,Terraza agradable,0
Épices et Tout,15 avenue Carnot; Alès; 30100; Francia,Alès,Francia,1,Moderna,,0
Le Bistr'AU - Le Mas de Boudan,351 chemin Bas-du-Mas-de-Boudan; Nimes; 30000; Francia,Nimes,Francia,1,Moderna,Terraza agradable;Grupos,0
L'Orangerie,9 rue de la Prépoise; Pornic; 44210; Francia,Pornic,Francia,1,Moderna,,0
L'Envers du Décor,23 rue de la Bienfaisance; Les Herbiers; 85500; Francia,Les Herbiers,Francia,1,Moderna,Productos locales,0
L'Atelier,2 rue Neuve; Montaigu; 85600; Francia,Montaigu,Francia,1,Tradicional,Terraza agradable,0
Beau Boucot,119 boulevard de l'Océan; Saint-Michel-Chef-Chef; 44730; Francia,Saint-Michel-Chef-Chef,Francia,1,Moderna; Pescados y mariscos,Familiar;Productos locales,0
Auberge Le Centre Poitou,39 rue Nationale; Coulombiers; 86600; Francia,Coulombiers,Francia,1,Moderna,Familiar,0
Le Gibolin,13 rue des Porcelets; Arles; 13200; Francia,Arles,Francia,1,Cocina de mercado,Productos locales,0
Bris'Art Culinaire,39 avenue Louis-Lajarrige; La Baule; 44500; Francia,La Baule,Francia,1,Moderna; Cocina de mercado,Comer solo,0
Le Moulin de la Santoire,La Plaine; Saint-Saturnin; 15190; Francia,Saint-Saturnin,Francia,1,Moderna,Terraza agradable;Familiar,0
Topaze,103 rue Aristide-Briand; Saint-Nazaire; 44600; Francia,Saint-Nazaire,Francia,1,Moderna,,0
Auberge La Gaillotière,Lieu-dit La Gaillotière; Château-Thébaud; 44690; Francia,Château-Thébaud,Francia,0,Tradicional,Productos locales,0
P'tite Pomme,18 rue de Mayence; Nantes; 44000; Francia,Nantes,Francia,1,Moderna,,0
Restaurant du Pont,147 rue du Grignon; Basse-Goulaine; 44115; Francia,Basse-Goulaine,Francia,1,Tradicional,,0
OBBO,10 allée des Tanneurs; Nantes; 44000; Francia,Nantes,Francia,1,Moderna,Productos locales,0
Meraki,2 rue Menou; Nantes; 44000; Francia,Nantes,Francia,1,Moderna,,0
La Mandale,32 rue Léon-Jamin; Nantes; 44000; Francia,Nantes,Francia,0,Cocina de mercado,,0
Le Rabelais,8 rue Auguste-Fabre; Saint-Chamas; 13250; Francia,Saint-Chamas,Francia,1,Cocina de mercado,Familiar;Terraza agradable,0
L'Ourdissoir,40 rue Saint-Bonaventure; Cholet; 49300; Francia,Cholet,Francia,1,Moderna,,0
La P’tite Patte,17 avenue de Nantes; Cholet; 49300; Francia,Cholet,Francia,1,Moderna,Terraza agradable,0
Prosper,2 rue des Trois-Rois; Marsella; 13006; Francia,Marsella,Francia,1,Cocina mediterránea,Tendencia,0
Atelier Salone,6 rue du Maréchal-Joffre; Salon-de-Provence; 13300; Francia,Salon-de-Provence,Francia,1,Moderna,Productos locales,0
C'la Vie,12 avenue du Jasset; Orsan; 30200; Francia,Orsan,Francia,1,Moderna,,0
L'Agape,21 place des Corps-Saints; Aviñón; 84000; Francia,Aviñón,Francia,1,Moderna,,0
Auberge des Deux Magots,1 place du Bouffay; La Roche-Bernard; 56130; Francia,La Roche-Bernard,Francia,1,Moderna,,0
La Chaumière de Pomper,Le Moulin de Pomper; 14 hameau de Kerhervé; Baden; 56870; Francia,Baden,Francia,0,Bretona; Crepes,Terraza agradable;Cocina local,0
Tribu,2 rue de la Liberté; Roquemaure; 30150; Francia,Roquemaure,Francia,1,Moderna,Familiar;Productos locales,0
La Chebaudière,6 rue Abbé-Joseph-Martin; Auray; 56400; Francia,Auray,Francia,1,Moderna,,0
Le Bon Temps,2600 RD7N Est; Sénas; 13560; Francia,Sénas,Francia,1,Cocina de mercado,Productos locales,0
Boma,15 place Maurice-Marchais; Vannes; 56000; Francia,Vannes,Francia,1,Moderna,,0
Le Tire Bouchon,45 rue Jules-le-Grand; Lorient; 56100; Francia,Lorient,Francia,1,Tradicional,,0
La Maison de Celou,5 rue Saint-Jouin; Châteauneuf-de-Gadagne; 84470; Francia,Châteauneuf-de-Gadagne,Francia,1,Moderna,,0
Ryoko - Comptoir à ramen,14 rue de la Fontaine; Vannes; 56000; Francia,Vannes,Francia,0,Ramen,Merece la espera;Comer solo,0
Gare aux Goûts,26 bis rue Louis-Blanqui; Lorient; 56100; Francia,Lorient,Francia,1,Tradicional,,0
L'Atelier L'Art des Mets,500 route de Robion; Taillades; 84300; Francia,Taillades,Francia,1,Cocina de mercado,Productos locales,0
Le Boudes La Vigne,7 place de la Mairie; Boudes; 63340; Francia,Boudes,Francia,1,Moderna; Tradicional,Terraza agradable;Familiar,0
Roche Belle,455 corniche du Liouquet; La Ciotat; 13600; Francia,La Ciotat,Francia,1,Provenzal,Terraza agradable;Cocina local,0
Solelh,30 avenue des Compagnons-de-la-Libération; L'Isle-sur-la-Sorgue; 84800; Francia,L'Isle-sur-la-Sorgue,Francia,1,Moderna,,0
Bistrot Brioude,7 rue Mazade; Neyrac-les-Bains; 07380; Francia,Neyrac-les-Bains,Francia,0,Tradicional,Terraza agradable;Familiar,0
Le Flaveur,4 rue Duquesne; Concarneau; 29900; Francia,Concarneau,Francia,1,Moderna,,0
Au Clair de la Vigne,25 rue du Docteur-Louis-Marçon; Bandol; 83150; Francia,Bandol,Francia,1,Moderna,Terraza agradable,0
Le Préau,1 cours Saint-Étienne; Rognes; 13840; Francia,Rognes,Francia,1,Moderna,Productos locales,0
Les Galinas,10 rue Constantin; Aix-en-Provence; 13100; Francia,Aix-en-Provence,Francia,1,Provenzal,Cocina local,0
L'Ermitage,73 avenue de l'Ermitage; Espaly-Saint-Marcel; 43000; Francia,Espaly-Saint-Marcel,Francia,1,Tradicional,Terraza agradable,0
Les Coloquintes,18 quai de l'Ardèche; Aubenas; 07200; Francia,Aubenas,Francia,1,Moderna; Cocina de mercado,Terraza agradable,0
L'Aubépine,13 boulevard Jean-Mathon; Aubenas; 07200; Francia,Aubenas,Francia,1,Moderna,,0
L'Émotion,13 place Cadelade; Puy-en-Velay; 43000; Francia,Le Puy-en-Velay,Francia,1,Moderna,,0
Maison Cachée,9 rue Haute-Candre; Rochefort-en-Terre; 56220; Francia,Rochefort-en-Terre,Francia,1,Moderna,Romántico,0
Fossé Saint Ange,2 rue du Chantier; Richelieu; 37120; Francia,Richelieu,Francia,1,Tradicional,,0
Coteaux et Fourchettes,3340 route de Carpentras; Cairanne; 84290; Francia,Cairanne,Francia,1,Moderna,,0
La Petite Verrière,16 avenue de la Bourgade; Le Puy-Sainte-Réparade; 13610; Francia,Le Puy-Sainte-Réparade,Francia,1,Moderna,Familiar,0
Glaz,9 place de la République; Pont-Croix; 29790; Francia,Pont-Croix,Francia,1,Moderna,Familiar,0
Éclosion,3 rue Laennec; Quimper; 29000; Francia,Quimper,Francia,1,Moderna,,0
Le Saint Gabriel,334 avenue de la République; Tolón; 83000; Francia,Tolón,Francia,1,Tradicional,Terraza agradable,0
Maison Vidal - Le Bistrot de Justin,18 place du Marché; Saint-Julien-Chapteuil; 43260; Francia,Saint-Julien-Chapteuil,Francia,1,Moderna; Tradicional,,0
Le Pastel,20 rue Victor-Micholet - Square Léon-Vérane; Tolón; 83000; Francia,Tolón,Francia,1,Cocina mediterránea,,0
Le Bistrot 270,270 chemin de Malombre; Malataverne; 26780; Francia,Malataverne,Francia,1,Moderna,Terraza agradable,0
Ti-Coz,4 Hent-Koz; Quimper; 29000; Francia,Quimper,Francia,1,Tradicional,,0
Auberge de la Baraque,2 route de Bordeaux; Orcines; 63870; Francia,Orcines,Francia,1,Moderna,,0
Le Welcome,13 rue du Bosquet; Chamalières; 63400; Francia,Chamalières,Francia,1,Moderna,Familiar,0
Le Bistrot d'à Côté,16 rue des Minimes; Clermont-Ferrand; 63000; Francia,Clermont-Ferrand,Francia,1,Moderna,Grupos,0
La Table By Mi-K'L,7 place Dupetit-Thouars; Saumur; 49400; Francia,Saumur,Francia,1,Moderna,,0
Le Chardonnay,1 place Philippe-Marcombes; Clermont-Ferrand; 63000; Francia,Clermont-Ferrand,Francia,1,Moderna,,0
L'Essentiel,11 rue Raspail; Saumur; 49400; Francia,Saumur,Francia,1,Moderna; Creativa,,0
Il Visconti,9 rue du Terrail; Clermont-Ferrand; 63000; Francia,Clermont-Ferrand,Francia,1,Italiana,Terraza agradable,0
Le Bistrot de Villedieu,21 place de la Libération; Villedieu; 84110; Francia,Villedieu,Francia,1,Provenzal,,0
La Table de Pablo,1713 route de Rustrel; Hameau Les Petits-Cléments; Villars; 84400; Francia,Villars,Francia,1,Cocina de mercado,,0
Gribiche,9 rue Max-Richard; Angers; 49100; Francia,Angers,Francia,1,Tradicional,,0
L'Ardoise,7 place Molière; Angers; 49100; Francia,Angers,Francia,1,Tradicional; Cocina mediterránea,,0
Bistrot de la Maison Tiegezh,7 place de la Gare; Guer; 56380; Francia,Guer,Francia,1,Tradicional,,0
Epona,928 route de Chomérac; Baix; 07210; Francia,Baix,Francia,1,Tradicional,Familiar,0
Hyacinthe & Robert,100 rue Nationale; Pontivy; 56300; Francia,Pontivy,Francia,1,Moderna,,0
L'Épine,19 place de la République; Azay-le-Rideau; 37190; Francia,Azay-le-Rideau,Francia,2,Moderna,Terraza agradable,0
La Table du Prieuré,2 rue du Château; Le Louroux; 37240; Francia,Le Louroux,Francia,1,Moderna,,0
L'Acte 2,7 place aux Champignons; Saint-Bonnet-le-Froid; 43290; Francia,Saint-Bonnet-le-Froid,Francia,1,Moderna,Familiar,0
Chez Bastien,6 place du Terreau; Manosque; 04100; Francia,Manosque,Francia,1,Moderna,,0
Bistrot la Coulemelle,3 rue du Vivarais; Saint-Bonnet-le-Froid; 43290; Francia,Saint-Bonnet-le-Froid,Francia,1,Tradicional,Familiar,0
Jeux 2 Goûts,40 rue Grande; Châteauroux; 36000; Francia,Châteauroux,Francia,1,Moderna,,0
Len'K - La Maison Bonnet,2 place du Champ-de-Mars; Grane; 26400; Francia,Grane,Francia,1,Moderna,Terraza agradable;Familiar,0
Erasmo,4 rue du Général-Lambert; Carhaix-Plouguer; 29270; Francia,Carhaix-Plouguer,Francia,1,Moderna,,0
Peck & Co,23 rue Fautras; Brest; 29200; Francia,Brest,Francia,0,Moderna; Cocina de mercado,Comer solo,0
La Récré,70 route de Satillieu; Vaudevant; 07410; Francia,Vaudevant,Francia,1,Tradicional,Terraza agradable;Familiar,0
Récolte,2 rue Gaudrine; Bruz; 35170; Francia,Bruz,Francia,1,Moderna,,0
Barr Avel,Rue Le Grand-Mail; Saint-Péray; 07130; Francia,Saint-Péray,Francia,1,Moderna,Comer solo,0
Le Bac à Traille,16 rue des Cévennes; Valence; 26000; Francia,Valence,Francia,1,Tradicional,Familiar,0
La Table des Matrus,26 rue du Grand-Gonnet; Saint-Etienne; 42000; Francia,Saint-Étienne,Francia,1,Moderna,Familiar;Productos locales,0
Estime,15 rue du Chapitre; Rennes; 35000; Francia,Rennes,Francia,1,Moderna,,0
Breizh Café Rennes,1 place de la Trinité; Rennes; 35000; Francia,Rennes,Francia,1,Bretona,Familiar,0
La Petite Ourse,48 boulevard de la Liberté; Rennes; 35000; Francia,Rennes,Francia,0,Cocina de mercado,Productos locales,0
Bombance,23 rue de la Chalotais; Rennes; 35000; Francia,Rennes,Francia,1,Moderna,,0
Fezi,2 rue des Carmes; Rennes; 35000; Francia,Rennes,Francia,1,Moderna,Productos locales,0
